PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|CC_TYPE|STYLE|NO_LIVING_LEVELS|LOT_SIZE|ACRE|SQUARE_FEET|BASEMENT|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|LIV_LEVEL|LIV_DIMEN|LIV_DSCRP|DIN_LEVEL|DIN_DIMEN|DIN_DSCRP|FAM_LEVEL|FAM_DIMEN|FAM_DSCRP|KIT_LEVEL|KIT_DIMEN|KIT_DSCRP|MBR_LEVEL|MBR_DIMEN|MBR_DSCRP|BED2_LEVEL|BED2_DIMEN|BED2_DSCRP|BED3_LEVEL|BED3_DIMEN|BED3_DSCRP|BED4_LEVEL|BED4_DIMEN|BED4_DSCRP|BTH1_LEVEL|BTH1_DIMEN|BTH1_DSCRP|BTH2_LEVEL|BTH2_DIMEN|BTH2_DSCRP|LAUNDRY_LEVEL|LAUNDRY_DIMEN|LAUNDRY_DSCRP|OTH1_ROOM_NAME|OTH1_LEVEL|OTH1_DIMEN|OTH1_DSCRP|OTH2_ROOM_NAME|OTH2_LEVEL|OTH2_DIMEN|OTH2_DSCRP|OTH3_ROOM_NAME|OTH3_LEVEL|OTH3_DIMEN|OTH3_DSCRP|OTH4_ROOM_NAME|OTH4_LEVEL|OTH4_DIMEN|OTH4_DSCRP|OTH5_ROOM_NAME|OTH5_LEVEL|OTH5_DIMEN|OTH5_DSCRP|OTH6_ROOM_NAME|OTH6_LEVEL|OTH6_DIMEN|OTH6_DSCRP|FEE_INTERVAL|BED5_LEVEL|BED5_DIMEN|BED5_DSCRP|BTH3_LEVEL|BTH3_DIMEN|BTH3_DSCRP|COUNTY|STATE|ASSESSMENTS|TAXES|TAX_YEAR|HOA_FEE|UNIT_LEVEL|GARAGE_SPACES|GARAGE_PARKING|PARKING_SPACES|PARKING_FEATURE|NO_BATHS|FLOORING|CONSTRUCTION|EXTERIOR_UNIT_FEATURES|INTERIOR_FEATURES|HEAT_ZONES|HEATING|COOLING_ZONES|COOLING|ELECTRIC_FEATURE|WATER|SEWER|APPLIANCES|NO_UNITS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|TOTAL_PARKING|SHORT_SALE_LENDER_APP_REQD|AboveGradeFinishedArea|BelowGradeFinishedArea|TITLE5
"CC"|73231246|"BB921279"|"AN7597"|"ACT"|449000|"133"|"Salem"|"314"|20||"02151"|"N"|"Large Corner 1 BED  Walk in closet1 Off Street parking spaces----INTRODUCING THE NORTH STRAND: Former nursing home renovated with  many modern features. Great construction features : Concrete flooring for sound proofing between levels. Two extra large elevators.  Units with open concept design/modern kitchen design, bright living spaces with oversized windows. Brand New Full appliance package with unit including W/D.  Shared onsite gym and bike racks. Located just off Rt 1 Salem St exit, quick access to shopping and restaurants along Rt 1 Saugus.  Adjacent to North Strand Bike Path, Rumney Marsh Boating, and walk/hike trails of Breakheart Reservation and Lynn Woods…with Revere Public Beach nearby too! RESERVE YOUR NEW HOME NOW! OCCUPANCY FALL 2024!  Visit  North Strand Condos website for more info"|24|5/1/2024 12:00:00 PM|0|"N"||"A"|"H"|1|||774|"N"|3|1|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|99999|9999|"2023"|391|1|0||1|"A,E"|"1f;0h"||"B,C"||||"B"||"A"||"A"|"A"|"D,F,P,R,S,T,Y,2,5"|71|"N"|||||"N"|"Final measurements post construction completion"|1|"N"|774||
"CC"|73231248|"BB921279"|"AN7597"|"ACT"|399000|"133"|"Salem"|"216"|20||"02151"|"N"|"Large Corner 1 BED  LARGE closet-1 Off Street parking space----INTRODUCING THE NORTH STRAND: Former nursing home renovated with  many modern features. Great construction features : Concrete flooring for sound proofing between levels. Two extra large elevators.  Units with open concept design/modern kitchen design, bright living spaces with oversized windows. Brand New Full appliance package with unit including W/D.  Shared onsite gym and bike racks. Located just off Rt 1 Salem St exit, quick access to shopping and restaurants along Rt 1 Saugus.  Adjacent to North Strand Bike Path, Rumney Marsh Boating, and walk/hike trails of Breakheart Reservation and Lynn Woods…with Revere Public Beach nearby too! RESERVE YOUR NEW HOME NOW! OCCUPANCY FALL 2024!  Visit  North Strand Condos website for more info"|24|5/1/2024 12:01:00 PM|0|"N"||"A"|"H"|1|||675|"N"|3|1|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|99999|9999|"2023"|365|1|0||1|"A,E"|"1f;0h"||"B,C"||||"B"||"A"||"A"|"A"|"D,F,P,R,S,T,Y,2,5"|71|"N"|||||"N"|"Final measurements post construction completion"|1|"N"|675||
"CC"|73236882|"CN233654"|"AC1317"|"ACT"|515000|"582"|"Revere St"|"7"|20||"02151"|"N"|"IF YOU HAVE EVER DREAMED OF LIVING NEAR THE OCEAN YOU WON'T WANT TO MISS OUT ON THIS BEAUTIFULLY UPDATED TOWNHOME! Stylish 3-level townhome steps from the Beach, ½ mile from Wonderland T-station, 6 miles from downtown Boston. Remodeled kitchen, granite counters, stainless steel appliances, breakfast bar, hardwood floors, marble fireplace. Features 2 bedrooms, a bonus room can be used for study or bedroom, full bath on 1st level, open concept living/dining/kitchen, half bath on main level. Spacious 3rd floor master bedroom with balcony/deck, ample closet space. Easy interior access to garage under and a assigned parking spaces. Ideal blend of luxury, comfort, and convenience."|19|5/13/2024 2:52:00 PM|0|"N"||"A"|"B"|3|||1652|"N"|5|2|1|1||"2"||"C,K"|"2"||"K,N"||||"2"||"K,U,25"|"3"||"E,K,P"|"1"|||||||||"1"||"A"|"2"||"B"||||"BNS"|"1"|||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|417000|3966|"2023"|495|1|1|"A"|1|"A,E"|"1f;1h"|"A,C,E"|"A"|"C"|||"B,I"|1|"A,H,I"|"D"|"A"|"A"|"A,C,F,I,K,L"|8|"N"|||||"N"||2|"N"|1652||
"CC"|73246921|"BB921279"|"AN7597"|"ACT"|399000|"133"|"Salem"|"309"|20||"02151"|"N"|"1 BED with 1 Off Street parking spaces----INTRODUCING THE NORTH STRAND: Former nursing home renovated with  many modern features. Great construction features : Concrete flooring for sound proofing between levels. Two extra large elevators.  Units with open concept design/modern kitchen design, bright living spaces with oversized windows. Brand New Full appliance package with unit including W/D.  Shared onsite gym and bike racks. Located just off Rt 1 Salem St exit, quick access to shopping and restaurants along Rt 1 Saugus.  Adjacent to North Strand Bike Path, Rumney Marsh Boating, and walk/hike trails of Breakheart Reservation and Lynn Woods…with Revere Public Beach nearby too! RESERVE YOUR NEW HOME NOW! OCCUPANCY FALL 2024!  Visit  North Strand Condos website for more info"|24|6/4/2024 3:35:00 PM|0|"N"||"A"|"H"|1|||593|"N"|3|1|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|39900|3635|"2024"|320|1|0||1|"A,E"|"1f;0h"||"B,C"||||"B"||"A"||"A"|"A"|"D,F,P,R,S,T,Y,2,5"|71|"N"|||||"N"|"Final measurements post construction completion"|1|"N"|593||
"CC"|73248411|"CN241387"|"AN4347"|"ACT"|189999|"10"|"Franklin Ave"|"305"|20||"02151"|"U"|"NEW CONSTRUCTION CONDO near booming/up and coming  Shirley Ave neighborhood and Historic Revere beach!!! ! Currently the building is in construction and expected to finish within next 2 years. Prices for these units will rise as construction gets closer to completion. Featuring one parking spot and Ocean views, There will be an estimated $150,000 special assessment  (assessment #2) for the unit due within 90 days of the construction is completed (balance is not finalized and subject to change) which the  buyer pays will be responsible for. CASH BUYER ONLY as this will not qualify for a conventional loan. The listing is sold ""As Is"" condition with no warranties, guarantees, or representations either expressed or implied by broker or seller."|1|8/22/2024 2:36:00 PM|0|"N"||"A"|"M"|3|||715|"N"|3|1|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|142500|1298|"2024"|0|3|0||1|"A"|"1f;0h"||||||"A"||"A"||"A"|"A"||36|"N"||"U"|||"N"||1|"U"|715||
"CC"|73253484|"BB921279"|"AN7597"|"ACT"|399000|"133"|"Salem"|"117"|20||"02151"|"N"|"2 Den (Possible Bedroom Use) Condo  with 1 Off Street parking space----INTRODUCING THE NORTH STRAND: Former nursing home renovated with  many modern features. Great construction features : Concrete flooring for sound proofing between levels. Two extra large elevators.  Units with open concept design/modern kitchen design, bright living spaces with oversized windows. Brand New Full appliance package with unit including W/D.  Shared onsite gym and bike racks. Located just off Rt 1 Salem St exit, quick access to shopping and restaurants along Rt 1 Saugus.  Adjacent to North Strand Bike Path, Rumney Marsh Boating, and walk/hike trails of Breakheart Reservation and Lynn Woods…with Revere Public Beach nearby too! RESERVE YOUR NEW HOME NOW! OCCUPANCY FALL 2024!  Visit  North Strand Condos website for more info"|19|6/17/2024 5:48:00 PM|0|"N"||"A"|"H"|1|||688|"N"|3|0|1|0|||||||||||||||||||||||||||||||||||"DEN"|"1"|||"DEN"|"1"|||||||||||||||||||"A"|||||||"Suffolk"|"MA"|99999|9999|"2024"|337|1|0||1|"A,E"|"1f;0h"||"B,C"||||"B"||"A"||"A"|"A"|"D,F,P,R,S,T,Y,2,5"|71|"N"|||||"N"|"Final measurements post construction completion"|1|"N"|688||
"CC"|73256599|"BB981892"|"AN4347"|"ACT"|409000|"510"|"Revere Beach Blvd"|"1004"|20||"02151"|"N"|"Breathtaking Ocean views from balcony and bedroom of this move in ready Condo!    Must see to appreciate the unique opportunity to celebrate the joy of a seaside summer-Living here is a dream come true. Call for a private showing"|20|8/18/2024 1:40:00 PM|0|"N"||"A"|"F"|1|||620|"N"|3|1|1|0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"Suffolk"|"MA"|289100|2634|"2024"|562|10|0||1||"1f;0h"||"C"|"G"|||"B,I"||"A"||"A"|"A"||92|"Y"|"A"|"Y"|||"N"||1|"N"|620||
"CC"|73257012|"TM341629"|"AN4347"|"ACT"|745000|"74"|"Douglas St."|"1"|20||"02151"|"N"|"DOWNSIZING FROM THE BURBS? DON""T WANT TO PAY OVER A MILLIION IN THE CITY?? ********NEW CONSTRUCTION QUALITY Town-homes! ***********These tastefully built units are just minutes from vibrant, up & coming Revere Beach, Route 1 & only 15 minutes to Downtown Boston! These 3 bedroom, 2 bath town houses invite you to experience contemporary living at its finest. Step inside to discover a brand new home with Pella windows, hardwood floors and an abundance of natural light throughout. The modern kitchen features stainless steel appliances, quartz countertops with peninsula bar overlooking the dining area. Upstairs, you'll find three comfortable bedrooms and a convenient in-unit washer dryer. Spiral staircases lead to the PRIVATE and expansive rooftop deck, which is perfect for entertaining or enjoying skyline views of downtown Boston on one end and the ocean on the other. Best of all these homes offer OVERSIZED  2 car garages which are a RARE find and small patio and green area for each unit"|37|6/25/2024 12:40:00 PM|0|"N"||"A"|"B"|4|||2440|"N"|7|3|2|0||"1"|||"1"||||||"1"|||"2"|||"2"|||"2"||||||"1"|||"2"|||"2"|||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|0|4500|"2024"|195|1|2|"A,E"|2||"2f;0h"|"A,C"|"B,C"|"M,4,D,O,14"||3|"B"||"A"||"A"|"A"|"A,C,D,F,I"|4|"N"||"Y"|"J"|"N"|"N"||4|"N"|2440||
"CC"|73259774|"B9500401"|"B95038"|"ACT"|649900|"59"|"Arcadia St Beach (B2)"|"B"|20|"REV"|"02151"|"N"|"LOCATION! LOCATION!! LOCATION!!! Make this recently renovated, ultra modern and immaculate four-level townhouse in a very desirable famous Revere beach area your home! First level features a living room, two bedrooms, a bathroom and a laundry. Second level boasts of spacious family room/dining area in an open concept with brand new kitchen with granite counter tops, and island and state of the art stainless steel appliances. Third level has three spacious bedrooms and a second updated bathroom. The top fourth level features a very spacious master bedroom with a good size bedroom. The whole unit has new hardwood floors and carpeted stairs, replaced heating and hot water system, good size yard and close proximity to Wonderland T-Station and shopping . Agent, this is a must show property! Buyer/s, endeavor to see it and make an offer! You just need to pack your bags and move in!"|7|7/2/2024 5:06:00 PM|0|"N"||"A"|"B"|4|||2587|"N"|13|6|3|0||"2"||"V,K"|"2"||"K"|"2"||"K"|"2"||"K,U,5,44"|"4"||"K"|"3"||"K"|"3"||"K"|"3"||"K"|"1"||"1"|"3"||"H,L"|"1"||"1"|"BED"|"1"||"1"|"FOY"|"1"||"1"||||||||||||||||||"1"||"K"|"4"||"H,W"|"Suffolk"|"MA"|561900|5119|"2024"||2|0|"J"|3|"A,C"|"3f;0h"|||"A"|||"C,I"||"B"|"A"|"A"|"A"||2|"Y"|"A"|"Y"|"L"||"N"||3|"N"|2587||
"CC"|73264696|"CN241777"|"AN6192"|"ACT"|195000|"10"|"Franklin Avenue"|"304"|20||"02151"|"U"|"Gut Renovated Condo located 0.5-miles from the Revere Beach MBTA T-Station and close proximity to the commercial center of Revere and the Revere Beach offering an abundance of shopping, restaurant and outdoor recreation amenities. The building is expected to be completed within the next 2 years. There is a SPECIAL ASSESSMENT for this building due to a fire back in 2018. The expected amount for this unit is $162,287 (subject to change) which is due within 90 days of the construction is completed. CASH BUYER ONLY! It sold ""as is"" condition."|4|7/15/2024 1:04:00 PM|0|"N"||"A"|"G"|3|||751|"N"|2|1|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"U"|||||||"Suffolk"|"MA"|99999999|1300|"2024"|0|3|0|"J"|0||"1f;0h"||||||"A"||"A"||"A"|"A"||36|"N"|||||"N"||0|"U"|751||
"CC"|73273600|"BB921279"|"AN7597"|"ACT"|419000|"133"|"Salem"|"213"|20||"02151"|"N"|"Large Corner 1 BED , lots of windows with 1 Off Street parking spaces----INTRODUCING THE NORTH STRAND: Former nursing home renovated with  many modern features. Great construction features : Concrete flooring for sound proofing between levels. Two extra large elevators.  Units with open concept design/modern kitchen design, bright living spaces with oversized windows. Brand New Full appliance package with unit including W/D.  Shared onsite gym and bike racks. Located just off Rt 1 Salem St exit, quick access to shopping and restaurants along Rt 1 Saugus.  Adjacent to North Strand Bike Path, Rumney Marsh Boating, and walk/hike trails of Breakheart Reservation and Lynn Woods…with Revere Public Beach nearby too! RESERVE YOUR NEW HOME NOW! OCCUPANCY FALL 2024!  Visit  North Strand Condos website for more info"|24|8/5/2024 9:11:00 AM|0|"N"||"A"|"H"|1|||772|"N"|3|1|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|99999|9999|"2024"|368|2|0||1|"A,E"|"1f;0h"||"B,C"||||"B"||"A"||"A"|"A"|"D,F,P,R,S,T,Y,2,5"|71|"N"|||||"N"|"Final measurements post construction completion"|1|"N"|772||
"CC"|73277098|"TM341629"|"AN4347"|"ACT"|369900|"350"|"Revere Beach Blvd"|"PH 11G"|20|"REV"|"02151"|"N"|"Offering the ONLY PENTHOUSE studio at the prestigious St. George Condominium Complex! The HOA fee includes an indoor pool, central heat, AC, water, hot water, sauna, jacuzzi, fitness and health center, 24/7 welcoming concierge service, one covered garage parking space, extra storage, and much more. This studio unit is FULLY furnished and comes with tasteful and contemporary furniture including a quality sofa bed and dining set. The unit features brand new flooring and new bathroom. It also offers the convenience of an in-unit laundry, and beautiful views of Downtown Boston and the riverside from the expansive living room window. Revere beach has become the IT place to live with a boardwalk full of restaurants and bars to enjoy is and just a 12-minute walk to the T station. Don’t miss out on this savvy investment!"|32|8/16/2024 1:03:00 PM|0|"N"||"A"|"F"|1|||458|"N"|3|0|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|264100|2406|"2024"|419|11|1|"C"|0|"F"|"1f;0h"||"C"||||"B"||"A"||"A"|"A"||240|"Y"|"A"|||"N"|"N"||1|"N"|458||
"CC"|73278075|"BB953906"|"AN0610"|"ACT"|549900|"376"|"Ocean Ave"|"1601"|20|"REV"|"02151"|"N"|"******Paradise Awaits!*****Newly Listed 2B/2B Luxury Condo located on the 16th Floor offering A Private balcony w/ Breathtaking ocean views. Notable features of this unit include an Open Floor Plan w/Open Kitchen, New Granite Counters and Kitchen Cabinets, Fresh Paint w/Crown Moulding and Ample Windows allowing TONS of Natural Light. Other Features Include Hardwood Floors, Ample Closet Space w/built in Wardrobe in MB,  2 DEEDED Garage Parking Spaces & Guest Parking!!! This unit is Professionally Managed and Offers Such Amenities as an Indoor Heated Pool, Fitness Ctr, Mens and Womens Locker Rooms,  Day-Time Concierge, On-SITE Property Manager, Well Appointed Hotel Like Lobby. Building Updates Include a Renovated Lobby/  Fitness Ctr. and Function Room & Complex HAS Great Reserves! HOA includes Heat/AC/Water/Hot Water.  4 MINUTE Walk to BLUE Line T Station, Starbucks, Dryft, and Mission om the Bay Marriot Restaurants, & Commute ONLY 10 MINUTES to DOWNTOWN BOSTON."|42|8/24/2024 11:19:00 AM|0|"N"||"A"|"F"|1|||1251|"N"|5|2|2|0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"Suffolk"|"MA"|445000|4054|"2024"|945|16|2||0||"2f;0h"||"C"|"G"||2|"B,I"|2|"A"|"F"|"A"|"A"|"A,C,D,I"|129|"Y"|"A"|"Y"|"J"||"Y"||2|"N"|0|1251|
"CC"|73279057|"BB910096"|"AN4346"|"ACT"|739000|"21"|"Bellevue Ave."|"1"|20|"REV"|"02151"|"N"|"Beautiful 4 year old townhouse with all the bells and whistles featuring 3 bedrooms and 2.5 baths on 4 floors of living area. Home features a breathtaking white kitchen with quartz counter-tops and stainless steel appliances. Hardwood floors throughout. Master bedroom with walk in closet and SPA bath and glass shower doors. A walk up unfinished attic provides additional space for a loft or entertainment room. Basement level can be easily finished and be used as a family room or work shop area. Top of the line propane gas heating system, central air conditioning throughout. An amazing decor of colors throughout the home. Wood blinds throughout the home. A one car garage with additional off street parking plus a beautiful landscaped yard with new pavers, a new vinyl fence and plenty of room for backyard entertaining. Just a stone's throw to Revere Beach! Close to public transportation, shopping, schools and T-station. DEAD END STREET.."|40|8/19/2024 4:04:00 PM|0|"N"||"A"|"B"|4|3000|0.07|1680|"Y"|9|3|2|1|"Y"|"1"||"G,K,N,2,44,47"|"1"||"K,N,2,50"||||"1"||"K,O,U,2,5,41,44,47,50,51,63"|"2"||"13,G,I,K,N,45"|"2"||"V,K,N,45"|"2"||"V,K,N,45"||||"1"||"B,L,U,45"|"2"||"A,21,L,U,45"|"2"|||"PLY"|"B"|||||||||||||||||||||||"A"||||"2"||"A"|"Suffolk"|"MA"|603300|5496|"2024"|100|1|1|"C,E,G"|2|"A,N"|"2f;1h"|"C,M"|"A"|"A,R,5,12,14"|"D,H"|2|"A,5"|2|"A"|"D,H"|"A"|"A"|"A,C,D,F,I,K,L"|2|"N"||"N"|||"N"||3|"N"|1680||
"CC"|73279264|"TM341629"|"AN4347"|"ACT"|745000|"74"|"Douglas Street"|"02"|20||"02151"|"N"|"DOWNSIZING FROM THE BURBS? DON""T WANT TO PAY OVER A MILLIION IN THE CITY?? ********NEW CONSTRUCTION QUALITY Town-homes! ***********These tastefully built units are just minutes from vibrant, up & coming Revere Beach, Route 1 & only 15 minutes to Downtown Boston! These 3 bedroom, 2 bath town houses invite you to experience contemporary living at its finest. Step inside to discover a brand new home with Pella windows, hardwood floors and an abundance of natural light throughout. The modern kitchen features stainless steel appliances, quartz countertops with peninsula bar overlooking the dining area. Upstairs, you'll find three comfortable bedrooms and a convenient in-unit washer dryer. Spiral staircases lead to the PRIVATE and expansive rooftop deck, which is perfect for entertaining or enjoying skyline views of downtown Boston on one end and the ocean on the other. Best of all these homes offer OVERSIZED  2 car garages which are a RARE find and small patio and green area for each unit"|40|8/19/2024 12:22:00 PM|0|"N"||"A"|"B"|4|||2503|"N"|7|3|2|0||"1"|||"1"||||||"1"|||"2"|||"2"|||"2"||||||"1"|||"2"|||"2"|||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|0|4500|"2024"|195|1|2|"A,E"|2||"2f;0h"|"A,C"|"B,C"|"M,4,D,O,14"||3|"B"||"A"||"A"|"A"|"A,C,D,F,I"|4|"N"||"Y"|"J"|"N"|"N"||4|"N"|2503||
"CC"|73280760|"BB953906"|"AN0610"|"ACT"|499900|"354-360"|"Revere Beach Blvd"|"303"|20|"REV"|"02151"|"N"|"Welcome to Thriving Revere Beach!!! Oceanfront living at it's best! Enjoy views of the ocean from your private balcony in this Beautiful 2-bed, 2-bath unit at the Atlantica. Features include hardwood floors, Huge Master bedroom, all-wood structure natural maple cabinets with granite kitchen and bath countertops, stainless steel appliances, recessed lighting, Anderson Storm windows, sliding glass doors and BUILT IN GAS FIREPLACE and IN UNIT W/D. 2 deeded covered parking space #51 and #82 and extra storage in lower level. 13 min walk to Newly Renovated Wonderland T Station, Starbucks, Dryft, Fine Line, and Mission Beach House in the Marriot Hotel."|38|8/26/2024 9:25:00 AM|0|"N"||"A"|"G"|1|||1108|"N"|4|2|2|0|||"18X15"|"C,1"||||||||"8X9"|"1,U,26,47,51"||"18X13"|"A,I,M,N"||"11X14"|"V,M,N"|||||||||||||||||||||||||||||||||||||||||||||||"Suffolk"|"MA"|262000|4496|"2024"|640|3|2|"A"|0||"2f;0h"|"C,I"|"A"|"G"|"D"|1|"B,I"|1|"A"|"F"|"A"|"A"|"A,C,F,I,K"|82|"Y"|"A"|"Y"|"J"||"N"||2|"N"|1108||
"CC"|73282908|"BB809749"|"AN4267"|"ACT"|549800|"474"|"Revere Beach Blvd"|"904"|20|"REV"|"02151"|"N"|"Million dollar views through every window of this stunning 9th floor corner unit! Direct ocean and Boston views create postcard picture shots! Open floor plan as soon as you enter. Step out onto your private balcony and enjoy the wonderful ocean breeze. Recessed lighting in living room with beautiful hardwood floors with custom mahogany trim. Upgraded kitchen with granite countertops and stainless steel appliances. Large main bedroom with a walk in closet and a private full bath. Good sized 2nd bedroom. Laundry in unit. Swim all year round in the nice heated indoor pool. Professionally managed building. Conveniently located near restaurants, shops and about a mile to Wonderland Train station. Don't miss your chance to purchase prime real estate and live directly on the beach to watch beautiful sunrises and sunsets!"|28|8/29/2024 2:34:00 PM|0|"N"||"A"|"F"|1|||1117|"N"|4|2|2|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|428700|4458|"2022"|945|9|0||1|"A"|"2f;0h"|"M"||"G"|||"B,I"||"A"|"D"|"A"|"A"||72|"Y"|"A"||||"N"||1|"N"|1117||
"CC"|73284864|"CN248399"|"AN2612"|"ACT"|749000|"57"|"Bellingham Ave"|"1"|20|"BEA"|"02151"|"N"|"Welcome to 57 Bellingham Avenue, a New Construction ocean view retreat nestled in the heart of Revere's Beachmont. This charming condo home offers a perfect blend of luxury, convenience, and comfort. Step outside to your exclusive front porch perfect for entertainment or sunset viewing. Enjoy the open concept living/dining room area providing ample space for hosting and unwinding. The kitchen is equipped with top tier appliances with a large versatile island perfect for any occasion. Relax on your large exclusive deck. Step into the large primary bedroom featuring walk in and double door closets along with an ensuite full bath and double vanity. Secondary bedroom is equipped with a full bath off the hallway nearby the easy access laundry hookups. Parking is a breeze w/the garage equipped with an EV charger, driveway and guest spots. Located less than 0.4 miles away from the beautiful Revere Beach, this property is ideal for those seeking a serene lifestyle with easy access to the city."|28|9/4/2024 11:42:00 AM|0|"N"||"A"|"I"|1|||1222|"N"|5|2|2|0|"Y"|"2"||"P,41,44,47,79"|||||||"2"||"U,5,26,35,41,44,47,51,79"|"2"||"I,47,71,79"|"2"||"47,71,79"|||||||"2"||"A,14,19,L,N,47"|"2"||"A,19,L,47"|"2"||||||||||||||||||||||||||||||||||"Suffolk"|"MA"|999999|999|"2024"|100|2|1|"C,E,G,I"|2|"A,F,H,N"|"2f;0h"|"U"|"A"|"A,2,P,5,14,16"|||"A,I,8"||"A,T"|"D,H,X"|"A"|"A"|"A,C,D,F,I"|2|"N"||"Y"|"J"||"N"|"Approx"|3|"N"|1222||
"CC"|73284896|"CN248399"|"AN2612"|"ACT"|849000|"57"|"Bellingham Ave"|"2"|20|"BEA"|"02151"|"N"|"Welcome to 57 Bellingham Avenue, a New Construction ocean view penthouse nestled in the heart of Revere's Beachmont. This charming condo home offers a perfect blend of luxury, convenience, and comfort. Enjoy the open concept living/dining room area providing ample space for hosting and unwinding. The kitchen is equipped with top tier appliances with a large versatile island perfect for any occasion. Step onto on your large exclusive deck and enjoy an ocean view. The large primary bedroom features walk in and double door closets along with an ensuite full bath and double vanity. Secondary bedroom is equipped with a full bath off the hallway nearby the easy access laundry hookups. Third bedroom offers ample space for guests or work. Parking is a breeze w/the garage equipped with an EV charger, driveway and guest spots. Located less than 0.4 miles away from the beautiful Revere Beach, this property is ideal for those seeking a serene lifestyle with easy access to the city."|30|9/4/2024 12:06:00 PM|0|"N"||"A"|"I"|1|||1490|"N"|6|3|2|0|"Y"|"3"||"P,41,44,47,79"|||||||"3"||"U,5,26,35,41,44,47,51,79"|"3"||"I,47,71,79"|"3"||"47,71,79"|"3"||"V,47,79"||||"3"||"A,14,19,L,N,47"|"3"||"A,19,L,47"|"3"||||||||||||||||||||||||||||||||||"Suffolk"|"MA"|999999|999|"2024"|100|3|1|"C,E,G,I"|2|"A,F,H,N"|"2f;0h"|"U"|"A"|"2,P,5,14,16"|||"A,I,8"||"A,T"|"D,H,X"|"A"|"A"|"A,C,D,F,I"|2|"N"||"Y"|"J"||"N"|"Approx"|3|"N"|1490||
"CC"|73284977|"CT008015"|"AC0756"|"ACT"|499000|"474"|"Revere Beach Blvd"|"804"|20|"REV"|"02151"|"N"|"Welcome to your beach front oasis!! This large open layout 2 bedroom 2 Full Bath unit is located directly on Revere Beach with beautiful ocean front views and views of the Boston Skyline from your private beach facing balcony! This unit is located in the Breakers Condominium building, one of the best kept condo buildings on the beach. The unit features a spacious open floor plan with 2 Bedrooms and 2 full baths. With views of the ocean and Boston Skyline from every window this unit is truly like being on vacation 365 days a year. The building features a heated indoor pool and men's and women's locker rooms with saunas. The unit includes one private parking spot in the gated lot. There is a building superintendent on site Monday -Friday. The condo fees include heat, hot water and central AC."|33|9/17/2024 2:12:00 PM|0|"N"||"A"|"G"|11|||1137|"N"|6|2|2|0|"Y"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|430900|3925|"2024"|799|8|0||1|"A,E,F,R"|"2f;0h"|||"D"|"D,E,G,O,V,W"|1|"A"|1|"A"||"A"|"A"||71|"Y"|"A,R,V"|"Y"|"J"||"N"||1|"N"|1137|1137|
