PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|DATE_AVAILABLE|BASEMENT|YEAR_BUILT|YEAR_BUILT_DESCRP|APPLIANCES|EXTERIOR_FEATURES|HEATING|INTERIOR_BLDG_FEAT|AboveGradeFinishedArea|BelowGradeFinishedArea
"RN"|73276734|"CN202890"|"AN5767"|"ACT"|2200|"127-129"|"Mills Street"|"127"|15||"02148"||"Pristine 2 bedroom unit in Malden.  Gleaming hardwood flooring throughout.  Tons of light in this spacious unit with eat-in kitchen, living room and two good size bedrooms.  Conveniently located equal distance between routes 60 and 99.  Available ASAP."|10|8/12/2024 4:57:00 PM|0|"N"||"Middlesex"|"MA"|"D"|4|2|1|0||0|9999|800|"1f;0h"|"N"|||||"N"||||||||||800|
"RN"|73276736|"BB800737"|"M95383"|"ACT"|3200|"12"|"Bellvista Rd"|"1"|1|"011"|"02135"||"Enjoy summer breezes from your private, enclosed patio with gorgeous views of the Boston skyline in the distance. Designed by the famous Longfellow family, this home sits on Corey Hill, the highest point in Brighton. With a flexible floor plan, it can be used as a 2 or 3 bedroom and also provides plenty of space to work remotely! Sun-splashed front to back unit gets both morning + evening . Featuring gleaming hardwood floors, large windows, abundant closet space, pantry ,large living room with pocket door entry & faux fireplace, a recently renovated bathroom & kitchen with granite and gas cooking & in unit laundry. . This professionally managed building is pet friendly and tucked away on a quiet one way street just two blocks from the Green Line. 5 minutes to Whole Foods, restaurants, shopping it has a walk score of 89!   This condo was recently painted and it shows. There is off street parking for 1 car. Small dogs okay."|19|8/12/2024 5:01:00 PM|0|"N"||"Suffolk"|"MA"|"C"|5|2|1|0|"Y"|1|5000|850|"1f;0h"|"N"||"N"||"N"|"N"||9/1/2024|"Y"|1920|"B"|"A,C,D,I"|"B"|"B"|"G,K"|850|
"RN"|73276737|"TM347486"|"BB6400"|"ACT"|4200|"20"|"Sheafe Street"|"3F"|1|"103"|"02113"||"Experience the best of Boston living in this renovated apartment, nestled in the heart of the iconic North End. This residence features fantastic Downtown Boston views, hardwood floors throughout and an updated kitchen with stainless appliances. Bathroom with walk in Shower, in-unit laundry & Central AC. Multiple large windows allowing plenty of natural light! Step outside to charming European-style streets lined with restaurants, cafes, and historic sights. Easy access to public transit, major highway routes, and all the restaurants, shops and nightlife, just steps away."|5|8/12/2024 5:01:00 PM|0|"N"||"Suffolk"|"MA"|"D"|5|3|1|0||0|650|650|"1f;0h"|"N"|||||"N"|||"N"|||||"A,C"||650|
"RN"|73276738|"CT001957"|"AN1364"|"ACT"|1450|"24"|"Elmwood"|"2"|858||"01040"||"Second Floor apartment. Two bedroom, 1 full bath with tub/shower.  Kitchen has utility island, newer stove, refrigerator.  Laundry in basement.  Dining room is hardwood flooring with walk out to porch. Livingroom is also hardwood flooring.  Bedrooms are good size with hardwood flooring and closets.  Plenty of natural lighting.  Common areas are the front entry way, back stairway and backyard.   Off-street parking.   Easy highway access."|1|8/12/2024 5:01:00 PM|0|"N"||"Hampden"|"MA"|"D"|5|2|1|0||2|0.13|1100|"1f;0h"|"N"|||||"N"||9/13/2024|"Y"|1910|"A"|"A,I,K,L"|"B"|"C"||1100|
"RN"|73276740|"CN212438"|"AN2606"|"ACT"|3000|"25"|"Second Street"|"201"|22||"02150"||"Available NOW - Introducing The Reginald Condos @Chelsea Sq! The Reginald is 20 units and #201 is a 2 bedroom, 2 bath with open style layout and luxury modern finishes, IN-UNIT LAUNDRY, GARAGE PARKING, CENTRAL AIR CONDITIONING, ELEVATOR BUILDING. This unit is  spaciously laid out with master suite and walk-in closet. Kitchen has sleek design soft close cabinetry, Calcutta Laza Quartz countertop & full slab backsplash , Bosch appliances. The bathrooms feature a floating vanity with off white Riso color, Calcutta Laza Quartz countertop & backsplash and beautifully appointed showers. Amenities include a 18ft x 58 ft common roof deck with Boston Skyline views! UNIT 201 has its own private balcony! Live minutes to downtown Boston, waterfront amenities, green space, diverse dining, coffee shops , theatre & much more."|21|8/12/2024 5:02:00 PM|0|"N"||"Suffolk"|"MA"|"C"|4|2|2|0||0|0|1152|"2f;0h"|"N"||"N"|||"N"||7/1/2024||2022|"A"|"A,C,F,I,K,L"|"2,9"||"E"|1152|
"RN"|73276741|"BB805451"|"AN5917"|"ACT"|1700|"93"|"Cass Street"|"B2"|1|"009"|"02132"||"Cozy spacious one bedroom plus office, lower level apartment. Large kitchen, Hardwood floors, great location to train, bus and all major routes."|7|8/12/2024 5:02:00 PM|0|"N"||"Suffolk"|"MA"|"D"|4|1|1|0||0|0|550|"1f;0h"|"N"||"N"|||"Y"|"Lower level unit, ground entrance"|9/1/2024|"N"|1910||"A,C,I"||"C"||0|550
"RN"|73276742|"CN246222"|"AN6192"|"ACT"|3700|"191"|"Washington St"|"319"|1||"02135"||"Available for rent right now! Welcome to Stratus Condominiums - one of Brighton�s most premier condominium complexes. This contemporary one-bedroom suite features a designer kitchen with quartz tile backsplash, stainless steel Bosch appliances, paneled dishwasher and refrigerator, and kitchen island with stone countertops. Maximum sun exposure in bedroom with wide-ranging windows and generous closet space. Seller upgrades include blackout shades included in sale. Convenience at your fingertips with in-unit washer and dryer. Open floor plan leads to an exclusive fenced-in patio perfect for entertaining. Step outside the fenced-in patio with direct access to the expansive common terrace with grilling station and fire pits. Unit comes with one deeded EV garage parking spot included in monthly rent price. A surplus of amenities include concierge, fitness center, sauna, library, roof deck with grills, sky lounge, game/pool lounge, bike storage, and swimming pool."|23|8/12/2024 5:03:00 PM|0|"N"||"Suffolk"|"MA"|"C"|3|1|1|0||1|800|674|"1f;0h"|"N"|||||"N"||||2022|"A"|"A,C,D,F,I,J,K,L"|"E"|"C,J"|"F"|674|
"RN"|73276743|"CN213680"|"NB9226"|"ACT"|3350|"140"|"Marble Street"||305||"02180"||"This charming single-family home is located in the desirable town of Stoneham. The home features 3 bedrooms and office/dent , 2 bathrooms, and a spacious living area, perfect for families or entertaining. The property sits on a large lot with a beautifully landscaped yard, offering ample outdoor space for activities and relaxation. The main level of the home features a living room with a fireplace decoration and hardwood floors, a formal dining space with plenty of natural light, and an updated kitchen with granite countertops. On bedroom on the main level, two bedrooms and office on the 2rd level, including a walk-in closet and full bath It is located in a quiet and peaceful neighborhood with easy access to major highways, shopping centers, and schools. Maximum 3 people, please no pets (non-negotiable).  This unit is currently occupied, 24-36 hours notice required."|32|8/12/2024 5:04:00 PM|0|"N"||"Middlesex"|"MA"|"A"|8|3|2|0||2|5227.2|1237|"2f;0h"|"N"|||||"N"||10/1/2024||||"C,F,P,R,S,T,1,2,4,5"|"F,20"|||1237|
"RN"|73276744|"TM352281"|"BB5915"|"ACT"|2600|"204"|"Front"|"2"|193||"02189"||"Welcome to this beautifully renovated 2-bedroom apartment located at 204 Front St - Unit 2 in Weymouth. This second-floor unit boasts stunning oak floors throughout, adding warmth and charm to the space. The spacious kitchen is a chef's dream, featuring a gas range, dishwasher, microwave, refrigerator, and sleek granite countertops, complete with a convenient breakfast bar. The large living room is perfect for relaxing or entertaining, with built-in cabinetry and direct access to a private composite deck that overlooks a fenced-in common yard. The updated bathroom includes a tile floor, modern vanity, and a tiled shower with a tub, offering a spa-like retreat. Both bedrooms are generously sized. Additional amenities include a washer and dryer located in the lower level, off-street tandem parking for two cars, and an exterior storage shed. Enjoy the convenience of nearby public transportation, shopping, parks, and more. Heat and hot water included! Available starting September 1, 2024."|31|8/12/2024 5:05:00 PM|0|"N"||"Norfolk"|"MA"|"D"|4|2|1|0||2|12900|930|"1f;0h"|"N"|||||"N"||9/1/2024|"Y"|1863|"A"|"P,S,4"|"8,M,O,S,W"|"C"||930|
"RN"|73276745|"BB805451"|"AN5917"|"ACT"|3400|"49"|"Copeland Street"|"2"|1|"004"|"02119"||"Very Large 3-4 bedroom apartment, Spacious Livingroom, High ceilings, Large eat in kitchen with fridge/dishwasher/stove, modern bath, Hardwood flooring thruout, coin-op laundry in basement for units. On street parking,"|7|8/12/2024 5:06:00 PM|0|"N"||"Suffolk"|"MA"|"D"|6|4|1|0||0|0|1400|"1f;0h"|"N"|||||"N"|"livingspace approximate"|9/1/2024|"N"|1910|"A"|"A,C,I,Y"|"A,V"|"C"|"D"|1400|
"RN"|73276746|"CN241331"|"AN6232"|"ACT"|2000|"25"|"Manomet Beach Blvd"||213|"MAN"|"02360"||"Move into the first floor of this updated single-family home in one of Manomet's most desirable beach communities! As the sole off-season occupant/s, you'll enjoy one-level living with a fully-equipped kitchen, featuring a coastal-inspired gray and white color scheme, bamboo flooring, and stainless steel appliances. Partial furnishings include tables and seating for the dining, kitchen, and deck areas, while you bring your own furniture for the living room and bedroom, making this charming home your own for the winter. Unwind on the back deck, which overlooks a spacious yard with an outdoor shower and basement entryway. You'll also appreciate the convenience of the association beach, nearby Manomet village, and easy access to Route 3A for quick trips to the Cape, downtown Plymouth, and beyond! Available for exclusive lease from September 2024 through early June 2025."|12|8/12/2024 5:07:00 PM|0|"N"||"Plymouth"|"MA"|"A"|4|1|1|0|"N"|3|5663|1000|"1f;0h"|"N"||"N"|||"N"|"Second floor of home will be closed off, vacant, and not accessible to tenants."|9/7/2024|"Y"|1973|"A"|"A,C,F,I,J,K,L"|"7,M,19"|"B"|"D,G,O"|1000|
"RN"|73276747|"CN212438"|"AN2606"|"ACT"|3450|"373"|"Broadway"|"3LR"|13|"MCB"|"02139"||"AVAILABLE 9/2/24 This stunning two-bedroom one bathroom penthouse apartment is located in highly desirable Mid-Cambridge. As you enter the apartment, you will find beautiful hardwood flooring, 11 ft. ceilings, freshly painted walls, and an updated kitchen with granite countertops and stainless steel appliances. Large windows line the living room wall, a nice-sized room that could easily be used as a living/dining room. The bathroom is completely updated & there is an IN-UNIT WASHER/DRYER. The master bedroom is set in the rear part of the house and has a LARGE PRIVATE DECK. Heat and hot water are included in the rent! This is a fantastic location close to Harvard Square, Central, and Inman. Enjoy many lovely local shops and restaurants such as Barismo 364, Wholefoods market, Koreana, Lamplighter Brewing, Life Alive Organic Cafe, and many more! Available Immediately! HEAT & HOT WATER INCLUDED. PLEASE EMAIL WITH QUESTIONS."|11|8/12/2024 5:08:00 PM|0|"N"||"Middlesex"|"MA"|"C"|3|2|1|0|"N"|0|99999|638|"1f;0h"|"N"||"N"|||"N"||9/20/2021||1870|"A"|"A,C,D,F,I,K,L"|"7"|"P"||638|
"RN"|73276750|"TM325201"|"AN2606"|"ACT"|3950|"345"|"Harvard Street"|"3F"|13|"HVS"|"02138"||"Available NOW! This Mid-Cambridge apartment is just outside Harvard Square, located on a tree-lined street 5 blocks from Harvard yard! This private and spacious apartment has been painted and has a modern updated kitchen with a stove, refrigerator, microwave, and dishwasher. There are two spacious bedrooms and 1.5 bathrooms. The layout has an open floor plan with connected living and dining rooms. A large sliding glass door in the living room leads to a private terrace. It features hardwood floors throughout. All this is within walking distance to Harvard Sq. and Central Sq., the Red line, Bus, Restaurants, shops, park, schools, public library, and more--Walk Score 92! Rent includes heat, hot water, water, an elevator, and extra storage space. One carport PARKING SPACE INCLUDED."|11|8/12/2024 5:27:00 PM|0|"N"||"Middlesex"|"MA"|"C"|5|2|1|1||1|99999|856|"1f;1h"|"N"|||||"N"||7/1/2024|"N"|1964|"A"|"A,C,D,F,I"|"G"|"C"|"E,F"|856|
"RN"|73276751|"BB802796"|"AN4893"|"ACT"|2850|"335"|"E Washington St"|"8"|68||"02760"||"Welcome home. This charming 3 level townhouse offers a practical yet stylish living space ideal for anyone looking to strike a balance between accessibility and comfort. Featuring 3 bedrooms, and 1.5 baths. Enjoy the spaciousness of 1656 square feet where every corner is designed to complement your lifestyle. Cook up a storm in the well-appointed kitchen and savor your meals in your delightful dining area. Your new rental comes with a washer and dryer. Terrific commuter-friendly location. The private outdoor space awaits your family gatherings and quiet morning coffees. Parking worries be gone with included  2 spaces, ensuring you never waste time hunting for a spot. Please note, that this is a smoke-free and pet-free unit. All interested applicants must apply via the provided link and submit a $39 application fee."|14|8/12/2024 5:18:00 PM|0|"N"||"Bristol"|"MA"|"B"|5|3|1|1||2|0|1656|"1f;1h"|"N"||"N"||"N"|"N"|||"N"|1988|"A"|"B,C,F,H,I,K,L"|"D"|"A"||1656|0
"RN"|73276752|"BB902269"|"BB2340"|"ACT"|3200|"25"|"Hollis"|"2"|13|"NCM"|"02140"||"Large corner unit in a two-family house. The full second floor with many windows offers panoramic views of neighboring trees. Quiet neighborhood. Golden hardwood floors throughout have just been refinished. Exceptionally high ceilings. Oversized kitchen with dishwasher and an attached pantry, which makes for a great workspace and storage. Formal dining room with chandelier and built-in china closet. Huge living room with bay window which fills with light. Two bedrooms with closet and built-in storage.  Generous front and rear porches.  Laundry in basement. Parking right outside your door on a quiet cut-de-sac. Hollis Street is right off Rindge Ave so an easy walk to Porter Square, Danehy Park and Fresh Pond Shopping Center. Direct access to Rte 2. A short walk to Mass. Ave. bus and Porter Square Red Line/Commuter rail."|11|8/12/2024 5:21:00 PM|0|"N"||"Middlesex"|"MA"|"D"|5|2|1|0||0|500|1125|"1f;0h"|"N"|||||"N"||9/1/2024|"Y"|1910||"A,C,I,K,L"|"A"|"C"||1125|
"RN"|73276756|"TM337166"|"AN6818"|"ACT"|3400|"17"|"Stanwood Point"|"17"|326||"01930"||"$3400 per month WINTER RENTAL available October to May. Enjoy stunning marsh and river views from this well-appointed and beautifully maintained home. Watch the changing colors of the sunset sky reflected in the river at the end of the day--this is the perfect place to get away from it all! With plenty of space to accommodate a home office (or two), you could easily while away the hours. Conveniently located close to the West Gloucester commuter rail station, getting into Boston for fun or for work is easy. Gloucester is a vibrant city, with an active year round community and cultural base. It isn't just for summer fun! This is your chance to live like a local and to see firsthand why everyone loves it."|23|8/12/2024 5:33:00 PM|0|"N"||"Essex"|"MA"|"A"|8|5|3|0|"Y"|6|7522|1848|"3f;0h"|"N"||"Y"|"I,N,P"||"N"||10/19/2024||1920||"A,C,F,I,K,L"|"12,9"|"B,O,X,13"||1848|
"RN"|73276767|"B9500513"|"AN4643"|"ACT"|3400|"16"|"Porter Street"|"2"|17||"02143"||"Welcome to this well maintained 4-bedroom, 1-bathroom rental on Porter Street, where urban living meets neighborhood charm. With a walk score of 94 and a bike score of 87, this location is a true paradise for walkers and cyclists alike. This prime spot puts you at the heart of everything Somerville has to offer. You'll be just a stones throw from public transportation, with easy Red Line access at Porter Square. Enjoy the convenience of nearby shops, caf�s, and restaurants,  all within your reach. Perfect for students and academics, this location boasts proximity to prestigious institutions like Tufts, Harvard, and Lesley University, making it an ideal home for both students and faculty. And the best part? A rare two-car garage is included�ideal for those snowy New England days. Don't miss out on this unique opportunity to live in one of Somerville's most sought-after locations! Please note, pets are not allowed.  Group showings only."|26|8/12/2024 6:10:00 PM|0|"N"||"Middlesex"|"MA"|"B"|6|4|1|0||0|0|1224|"1f;0h"|"N"|||||"N"|"Square footage is approximate and taken from assessors database"|9/1/2024|"N"|1910|"B"|"A,I"|"C"|"C,H,Y"||1224|
"RN"|73276771|"CN214106"|"AN2885"|"ACT"|3000|"24"|"Amaranth Ave"|"2"|16||"02155"||"Come check out this 3 bedroom 1 bath apartment in a very convenient Medford location! Features include a living room and dining room, dishwasher, laundry in unit, updated front porch, enclosed back porch, and extra storage in the basement. NO SMOKING and NO PETS. Permit parking is available on the street. First month's rent, a one month security deposit, and a one month broker fee are due upon signing a lease which will go until 8/31/25."|18|8/12/2024 6:27:00 PM|0|"N"||"Middlesex"|"MA"|"D"|7|3|1|0||0|999|1400|"1f;0h"|"N"|||||"N"|"Living area measurements are a ballpark estimate."||||||"A,B"|||1400|
"RN"|73276775|"BB301748"|"AN6910"|"ACT"|3300|"59"|"Hillsdale Rd"|"2"|16|"21F"|"02155"||"This Handsome  7 room / 2 +  bedroom apartment is  Pristine, (1350+ sf). Oversized and charming - like a single family home.  French doors to  heated Sunroom for home office/ TV room off Fireplaced living room . Gorgeous hardwood floors * Freshly Painted *  eat in kitchen W/  SS appliances & Quartz countertops plus spacious dining room ** 2  walk-in closets !!  XTRA storage in basement plus private Washer/ Dryer * private parking 2 cars  large landscaped yard (10K )   great location  close to Tufts University, walk to shops/restaurants * bus at corner to Davis Square *  all Gas home. * Pets OK  good credit and references needed"|33|8/14/2024 8:42:00 AM|0|"N"||"Middlesex"|"MA"|"D"|6|2|1|0||2|10000|1350|"1f;0h"|"N"|||||"N"|||"Y"|1910|"A,D"|"F,P,R,S,T,2"|"W"|"C,P"||1350|
"RN"|73276776|"TM352806"|"AN2383"|"ACT"|4400|"305"|"Webster Avenue"|"201"|13|"INM"|"02141"||"Enjoy the best of both Cambridge and Somerville! located just outside Inman Square and within walking distance to Union Square, Green line T station and numerous restaurants. This luxury 2-bedroom and 2-bathroom apartment is on the 2nd�floor of a 4-story elevator building and has one assigned Garage parking. Built in 2021 Highlights here include large private balcony; in-unit laundry; central AC; vented cooktop; high-end finishes; private storage; bike room. Professional management. Exceptional offering. Additional storage included. Large private balcony rarely found in apartment living! Available 9/1."|22|8/12/2024 7:04:00 PM|0|"N"||"Middlesex"|"MA"|"C"|4|2|2|0|"Y"|0|999999|974|"2f;0h"|"N"|||||"N"||9/1/2024||2020|"B"|"D,F,P,S,2"|"G"|||974|
"RN"|73276777|"BB808635"|"BB5522"|"ACT"|2250|"924"|"Beacon Street"|"3"|1|"105"|"02215"||"Available from late August (flexible), a 1BD/1BA sunny & spacious apartment on the 2nd floor with south-facing windows overlooking Beacon Street. This freshly-painted apartment provides a generous living room with recently installed hardwood floors throughout, high ceilings and a decorative fireplace. The galley kitchen includes a NEW gas range and a NEW fridge/freezer plus abundant cabinet storage. HEAT & HOT WATER INCLUDED! Located just west of Kenmore Square near the Brookline border with across-the-street access to area T-Stations (Green Line). Close proximity to Fenway Park, Boston University and Longwood Medical Area with a robust selection of neighborhood shops & restaurants around Fenway Triangle & Van Ness, including a City-Target and Star Market. NO PETS please."|25|8/12/2024 7:16:00 PM|0|"N"||"Suffolk"|"MA"|"D"|4|1|1|0|"N"|0|0|600|"1f;0h"|"N"||||"N"|"N"|"Living area is approximate."|8/23/2024||1905|"B"|"A,I,J"||"Y,3"|"D"|600|
"RN"|73276779|"CN225370"|"AN2064"|"CTG"|3000|"1060"|"Broadway"|"001"|17||"02144"||"An inspired opportunity just outside of Davis Square Somerville, CALA is a real estate project that reflects the larger diverse, intergenerational & artistic Somerville community - a place that will bring people together in a setting filled with vegetation & art, a place where the experience does not end at your front door. From the former Powder House Community School, a building of concrete & steel just outside of Davis Square, the designer carved beautiful and rich LOFT style living spaces. The ceilings are high, the windows are huge, and there are lots of different places to get outside. While all different, the layout of each unit is artful and inviting. Come and learn more about the project and experience the CALA concept for yourself! Please note that photos are of a model unit."|10|8/12/2024 7:16:00 PM|0|"N"||"Middlesex"|"MA"|"D"|1|1|1|0||0|0|733|"1f;0h"|"N"|||||"N"||9/1/2023||1973|"B,D"|"A,C,D,F,I,J,K,L"|"C,S,14,Y"|"C,J"|"C,E,F"|733|
"RN"|73276782|"NB114816"|"NB4445"|"ACT"|2350|"65"|"Joy St"|"1"|1|"102"|"02108"||"BEACON HILL/ 65 JOY ST/ ONE BEDROOM FLOOR THROUGH:Large 1-Bed behind State House. Livingroom, Kitchen & Bath Plus Bedroom. Walk to MBTA. SUFFOLK"|3|8/12/2024 7:26:00 PM|0|"N"||"Suffolk"|"MA"|"D"|4|1|1|0||0|2000|700|"1f;0h"|"N"|||||"N"||9/1/2024||1860|"B"|||||700|
"RN"|73276783|"CN207376"|"AN6213"|"ACT"|3500|"53"|"Harborview Rd"||196||"02045"||"SEASONAL FURNISHED RENTAL, 10/1/23 to 5/31/24, OCEAN FRONT!  The views don't get any better than this!  This inviting 3BR and 2 full BA home will provide many hours of comfort and contemplation while you are mesmerized by the water views. Enter the front door into a large living room with a gas fireplace that leads you to a dining area steps from the kitchen.  The three bedrooms down the hall are of ample size and there is plenty of closet storage.  The primary bedroom has fantastic water views.  A full BA is nearby.  The lower level has a very large bonus room plus a separate full laundry area.  A second full bathroom on the lower level is next to the one car garage entry door.  Shown by appointment only to pre-qualified applicants. NO PETS, NO SMOKING! Tenant pays all utilities."|21|8/12/2024 7:29:00 PM|0|"N"||"Plymouth"|"MA"|"A"|6|3|2|1|"Y"|2|0.38|1758|"2f;1h"|"Y"|"A"|"Y"|"J"|"N"|"N"|"Does not include finished room in lower level"|10/1/2023|"Y"|1953|"A"|"A,C,I,K,L"|"D"|"B"||1758|500
"RN"|73276785|"A7000046"|"A50901"|"ACT"|2500|"25"|"Upton Street"|"1"|195||"02169"||"Step inside this welcoming 2-bedroom unit featuring a spacious modern white eat-in kitchen accented with stylish backsplash, all new stainless steel kitchen appliances, in-unit laundry and an additional finished bonus room in basement.  Exterior features worry-free landscaped lawn, 1 off street parking spot and a spacious common use backyard with fire pit for some great summertime bbqs. Conveniently located right off I-93, less than 1/4 mile to the Common Market restaurants and 3/4 mile to East Milton Square.  Must have 680+ credit, income verification, reliable references and rental history.  Can accommodate for October 1 or November 1 move in dates. Pets negotiable. No smoking. Snow removal is tenant's responsibility."|9|8/13/2024 7:37:00 AM|0|"N"||"Norfolk"|"MA"|"B"|5|2|1|0|"N"|1|0.2|800|"1f;0h"|"N"||"N"|||"N"||10/1/2024|"Y"|1900|"A"|"A,C,I,K,L"|"W"|"C"|"K"|800|
"RN"|73276788|"CN253081"|"K95546"|"ACT"|2800|"82"|"Boylston st"|"3"|39|"CNH"|"02467"||"Hammond Gardens! Great place, great location.Spacious two bedroom apartment. Hardwood floors throughout, mini split AC unit, laundry facilities on the premises (building next door).  Close to shopping and restaurants.  First, last, and realtor fee required, all applicants require references and credit check."|15|8/12/2024 7:38:00 PM|0|"N"||"Middlesex"|"MA"|"C"|4|2|1|0||2|0|764|"1f;0h"|"N"||"N"|||"N"||8/12/2024||1945|"A"|"A,C,F,I"||||764|
"RN"|73276789|"CN244916"|"AC0925"|"ACT"|2600|"37"|"Keenan St"|"1"|41||"02472"||"Come see this charming first-floor, two-bedroom, one-bathroom apartment in East Watertown. This spacious unit features beautiful hardwood floors, high ceilings, and large windows that flood the space with natural light. This unit has a large Living room, large dining room, great kitchen with pantry, and a cozy backyard with a patio and grassy area. The location offers easy access to Harvard Square, Charles River, Newton Corner, Boston, Public transportation, and much more! Schedule a viewing today to make this charming apartment your new home! Sorry, no pets. Required Up-Front: First, Security, Broker."|25|8/12/2024 7:44:00 PM|0|"N"||"Middlesex"|"MA"|"B"|7|2|1|0||2|9999|1200|"1f;0h"|"N"||"N"|||"N"|"Approximate and Estimated."|9/1/2024||||"A,C,I,J,K,L"|"A,D"|"C"||1200|
"RN"|73276792|"TM352806"|"AN2383"|"ACT"|5500|"Four"|"Charlesgate E"|"101"|1||"02215"||"Welcome to 4 Charlesgate, a distinctive 2-bedroom, 2 full-bath condominium situated in the heart of Boston. The property showcases high ceilings adorned with crown molding, elegant arches, and marble columns, exuding a sense of opulence. Recently updated with fresh paint and new hardwood floors, the property features a modern kitchen fully equipped with a range, vented hood, disposal, dishwasher, appliance garage, ample cabinet storage, and quartz counters. The spacious primary bedroom includes a private ensuite bathroom, while the secondary bedroom is ideal for a home office or guest accommodation. Convenience is ensured with in-unit laundry and central air. Residents can relish the common courtyard or indulge in the breathtaking vistas from the sublime roof deck. The condo includes additional storage. Boasting an unbeatable location, effortless access to public transportation, and proximity to Kenmore Sq and Fenway. The apartment is Furnished. Speak to agent for unfurnished option"|31|8/12/2024 7:53:00 PM|0|"N"||"Suffolk"|"MA"|"C"|5|2|2|0||0|99999|1285|"2f;0h"||||||"N"||||||"A,C,F,I,J,K,L"|"22,3"|||1285|
"RN"|73276796|"CN214419"|"AN6192"|"ACT"|3000|"193"|"Brown"|"193"|40|"36F"|"02453"||"Two bedroom, one full bathroom first floor apartment.  Unit features a spacious living and dining area with built-ins.  Pocket doors allow the use of one large space, or close them for a guest room or office.  Large kitchen is fully equipped with garbage disposal, dishwasher, gas range, and fridge.  Two parking spaces are included with the rent.  Coin operated laundry and extra storage directly accessed in the basement.  Photos are prior to current tenant.  Before move in, unit will be renovated including updated bathroom, all new kitchen appliances, painting etc.  Convenient commute to Mass Pike, Rtes 128, 117, 30,20 16, 9 & 2.  Short walk to train, local & express busses.  Three minute walk to downtown Waltham.  No pets, no smoking."|11|8/12/2024 8:00:00 PM|0|"N"||"Middlesex"|"MA"|"B"|5|2|1|0|"N"|2|7200|1100|"1f;0h"|"N"||"N"|||"N"|"Floor Plan Attached"|9/15/2024|"Y"|1910|"A"|||"C"||1100|
"RN"|73276800|"BB983096"|"AN8369"|"ACT"|3000|"1"|"Highland Court"|"1"|54||"02492"||"Needham Center Location Walk to Commuter rail to Boston, Trader Joe's, Sudbury Farms Market, Restaurants & BI Medical Hospital.  Glamorous Renovated One Bedroom Condominium available for Rental with New Kitchen, Jack & Jill Bathroom with Double Vanity, Loads of Closets, Dining/Living area along with a Office/Den.  Enclosed Private Patio area. Washer & Dryer in Unit, Central Air, Recessed Lighting, Wood Floors, One Assigned Parking space. Be the First to live in this beautifully renovated unit. Quick Highway Access. @The Highlands Unfortunately No Pets & No Smoking * Two Entrances to the Unit:  Highland Ave entrance is a exterior entrance walk in to the unit & Parking lot entrance has one flight of stairs *"|30|8/12/2024 8:21:00 PM|0|"N"||"Norfolk"|"MA"|"C"|5|1|1|0||1|0|1100|"1f;0h"|"N"|||||"Y"||||||"C,D,F,H,I,K,L"|"D,E"|"C,F,J,U,Z"||0|1100
"RN"|73276802|"CT003408"|"AN0762"|"ACT"|5500|"57"|"Quincy Shore Drive"|"Penthouse W"|195||"02171"||"Penthouse West features distinctive finishes and the latest in green-home smart technology. Boasting twelve foot ceiling height and floor-to-ceiling windows the generous open floor plan is flooded with natural light. A gas fireplace in the living rooms offers a cozy ambiance.The state-of-the-art kitchen features top-of-the-line Thermador and Subzero appliances, generous cabinet space and a pantry. A versatile bonus room, well-suited to serve as a guest suite, office or playroom. Built in cabinets and storage hide the queen size Murphy bed. The master suite includes a spa-like en-suite bathroom and custom built, walk-in closet. Oversized postcard windows in the bathroom and both bedrooms offer endless views. There is private roof deck space with great views. Additional exclusive use of roof top space has been permitted by the association."|29|8/12/2024 8:29:00 PM|0|"N"||"Norfolk"|"MA"|"C"|6|2|2|0|"Y"|0|0.25|1787|"2f;0h"|"N"||"Y"|||"N"|||"N"|||"A,C,D,F,I,K,L,Y"|"C,5"|"C,J"|"C,D,E"|1787|
